"h1","h2","team","competition","n_matches","wins","percentage_wins"
"Ogre Magi","Shadow Demon","Prodota Gaming","Boston",1,0,0
"Ogre Magi","Shadow Demon","Team Secret","Boston",1,1,100
"Ogre Magi","Shadow Fiend","Comanche","Kiev",1,0,0
"Ogre Magi","Shadow Fiend","Effect","Kiev",1,0,0
"Ogre Magi","Shadow Fiend","LGD-GAMING","Boston",1,0,0
"Ogre Magi","Shadow Fiend","Vega Squadron","Kiev",1,0,0
"Ogre Magi","Shadow Fiend","Vici Gaming","Kiev",1,1,100
"Ogre Magi","Shadow Fiend","Virtus.pro","Boston",1,1,100
"Ogre Magi","Shadow Fiend","WarriorsGaming.Unity","Kiev",2,1,50
"Ogre Magi","Silencer","Alliance","Kiev",3,2,67
"Ogre Magi","Silencer","BeanBoys","Kiev",1,0,0
"Ogre Magi","Silencer","Infamous、","Boston",1,0,0
"Ogre Magi","Silencer","Team Freedom Dota 2","Kiev",1,1,100
"Ogre Magi","Silencer","Team Secret","Kiev",1,1,100
"Ogre Magi","Skywrath Mage","Team NP","Boston",1,1,100
"Ogre Magi","Slardar","Elements Pro Gaming","Boston",1,1,100
"Ogre Magi","Slardar","LGD.Forever Young","Boston",1,0,0
"Ogre Magi","Slardar","Natus Vincere","Boston",1,0,0
"Ogre Magi","Slardar","Team AD FINEM","Boston",1,1,100
"Ogre Magi","Slardar","Team Liquid","Boston",2,0,0
"Ogre Magi","Slardar","TNC Pro Team","Boston",1,0,0
"Ogre Magi","Slardar","Virtus.pro","Boston",1,0,0
"Ogre Magi","Slark","Evil Geniuses","Boston",1,0,0
"Ogre Magi","Slark","LGD-GAMING","Boston",2,1,50
"Ogre Magi","Slark","Midas Club Elite","Kiev",1,0,0
"Ogre Magi","Slark","The Mongolz","Boston",1,0,0
"Ogre Magi","Slark","Vega Squadron","Kiev",1,0,0
"Ogre Magi","Slark","WarriorsGaming.Youth","Kiev",1,0,0
"Ogre Magi","Sniper","Alliance","Kiev",1,0,0
"Ogre Magi","Sniper","LGD.Forever Young","Boston",1,0,0
"Ogre Magi","Sniper","MAD KINGS","Kiev",1,0,0
"Ogre Magi","Sniper","Team AD FINEM","Boston",4,3,75
"Ogre Magi","Sniper","TEAM MAX","Kiev",1,1,100
"Ogre Magi","Sniper","Team. Spirit","Kiev",1,1,100
"Ogre Magi","Sniper","Virtus.pro","Boston",2,1,50
"Ogre Magi","Sniper","Virtus.pro","Kiev",1,1,100
"Ogre Magi","Spirit Breaker","Team. Spirit","Kiev",1,1,100
"Ogre Magi","Storm Spirit","EHOME","Boston",1,1,100
"Ogre Magi","Storm Spirit","LUCCINI GAMING..","Kiev",1,0,0
"Ogre Magi","Storm Spirit","Team AD FINEM","Boston",1,0,0
"Ogre Magi","Storm Spirit","Team Secret","Boston",1,1,100
"Ogre Magi","Storm Spirit","Virtus.pro","Kiev",1,1,100
"Ogre Magi","Sven","Evil Geniuses","Boston",2,0,0
"Ogre Magi","Sven","OG Dota2","Boston",1,1,100
"Ogre Magi","Sven","Rex Regum QEON","Boston",1,0,0
"Ogre Magi","Sven","Team NP","Boston",3,3,100
"Ogre Magi","Sven","Virtus.pro","Boston",1,1,100
"Ogre Magi","Templar Assassin","Execration","Kiev",1,1,100
"Ogre Magi","Templar Assassin","Infamous、","Boston",1,1,100
"Ogre Magi","Templar Assassin","Team Liquid","Boston",1,0,0
"Ogre Magi","Templar Assassin","Team Secret","Boston",1,0,0
"Ogre Magi","Templar Assassin","Virtus.pro","Boston",1,1,100
"Ogre Magi","Terrorblade","LUCCINI GAMING..","Kiev",1,0,0
"Ogre Magi","Terrorblade","Not Today !","Kiev",1,1,100
"Ogre Magi","Terrorblade","Team Freedom Dota 2","Kiev",1,0,0
"Ogre Magi","Terrorblade","Team Secret","Kiev",2,2,100
"Ogre Magi","Tidehunter","Elements Pro Gaming","Boston",1,0,0
"Ogre Magi","Tidehunter","Escape Gaming","Boston",1,0,0
"Ogre Magi","Tidehunter","LGD.Forever Young","Kiev",1,0,0
"Ogre Magi","Tidehunter","LGD-GAMING","Boston",1,0,0
"Ogre Magi","Tidehunter","Team Secret","Boston",3,3,100
"Ogre Magi","Timbersaw","Alliance","Kiev",1,0,0
"Ogre Magi","Timbersaw","EHOME","Boston",1,0,0
"Ogre Magi","Timbersaw","Fire Dragoon","Boston",1,1,100
"Ogre Magi","Timbersaw","Fnatic","Boston",1,0,0
"Ogre Magi","Timbersaw","LGD-GAMING","Boston",1,0,0
"Ogre Magi","Timbersaw","Team AD FINEM","Boston",1,1,100
"Ogre Magi","Timbersaw","Team Freedom Dota 2","Kiev",1,0,0
"Ogre Magi","Timbersaw","Team Secret","Boston",1,1,100
"Ogre Magi","Timbersaw","WarriorsGaming.Unity","Kiev",1,1,100
"Ogre Magi","Tinker","Midas Club Elite","Kiev",1,0,0
"Ogre Magi","Tinker","Rex Regum QEON","Boston",1,0,0
"Ogre Magi","Treant Protector","Invictus Gaming","Kiev",1,0,0
"Ogre Magi","Troll Warlord","4 protect five","Kiev",2,1,50
"Ogre Magi","Troll Warlord","LUCCINI GAMING..","Kiev",1,0,0
"Ogre Magi","Troll Warlord","Virtus.pro","Kiev",1,1,100
"Ogre Magi","Underlord","TNC Pro Team","Kiev",1,1,100
"Ogre Magi","Ursa","Fnatic","Boston",1,0,0
"Ogre Magi","Ursa","LGD.Forever Young","Boston",1,0,0
"Ogre Magi","Ursa","MAD KINGS","Kiev",1,1,100
"Ogre Magi","Ursa","Ninjas in Pyjamas","Kiev",1,1,100
"Ogre Magi","Ursa","OG Dota2","Boston",1,0,0
"Ogre Magi","Ursa","Team Empire","Kiev",1,0,0
"Ogre Magi","Ursa","The Mongolz","Boston",1,0,0
"Ogre Magi","Ursa","Trust","Boston",1,0,0
"Ogre Magi","Vengeful Spirit","compLexity Gaming","Kiev",1,1,100
"Ogre Magi","Vengeful Spirit","Elements Pro Gaming","Boston",1,1,100
"Ogre Magi","Vengeful Spirit","MAD KINGS","Kiev",1,0,0
"Ogre Magi","Vengeful Spirit","Midas Club Elite","Kiev",1,0,0
"Ogre Magi","Vengeful Spirit","Ninjas in Pyjamas","Kiev",1,1,100
"Ogre Magi","Vengeful Spirit","Not Today !","Kiev",1,1,100
"Ogre Magi","Vengeful Spirit","Team Random","Kiev",1,1,100
"Ogre Magi","Vengeful Spirit","Team Secret","Boston",1,0,0
"Ogre Magi","Venomancer","Ninjas in Pyjamas","Kiev",3,2,67
"Ogre Magi","Viper","Not Today !","Kiev",1,1,100
"Ogre Magi","Warlock","CAVALRY","Kiev",1,0,0
"Ogre Magi","Warlock","LUCCINI GAMING..","Kiev",1,0,0
"Ogre Magi","Warlock","Not Today !","Kiev",1,1,100
"Ogre Magi","Warlock","Rex Regum QEON","Boston",3,0,0
"Ogre Magi","Warlock","Team AD FINEM","Boston",1,0,0
"Ogre Magi","Warlock","Team Empire","Kiev",1,1,100
"Ogre Magi","Warlock","Team Freedom Dota 2","Kiev",1,1,100
"Ogre Magi","Warlock","Team Liquid","Boston",1,0,0
"Ogre Magi","Warlock","Virtus.pro","Kiev",1,1,100
"Ogre Magi","Weaver","BeanBoys","Kiev",1,1,100
"Ogre Magi","Weaver","Elements Pro Gaming","Boston",1,1,100
"Ogre Magi","Weaver","Faceless","Boston",1,0,0
"Ogre Magi","Weaver","Fire Dragoon","Boston",1,1,100
"Ogre Magi","Weaver","LGD-GAMING","Boston",1,0,0
"Ogre Magi","Weaver","SG e-sports","Kiev",1,1,100
"Ogre Magi","Weaver","Team AD FINEM","Boston",1,0,0
"Ogre Magi","Weaver","TNC Pro Team","Kiev",2,2,100
"Ogre Magi","Weaver","WarriorsGaming.Youth","Kiev",1,1,100
"Ogre Magi","Windranger","Infamous、","Boston",1,1,100
"Ogre Magi","Winter Wyvern","Natus Vincere","Boston",1,0,0
"Ogre Magi","Winter Wyvern","Ninjas in Pyjamas","Kiev",2,2,100
"Ogre Magi","Winter Wyvern","Team Empire","Kiev",1,0,0
"Ogre Magi","Witch Doctor","Fire Dragoon","Boston",1,1,100
"Ogre Magi","Witch Doctor","Team NP","Boston",1,1,100
"Ogre Magi","Witch Doctor","Team Secret","Boston",1,1,100
"Omniknight","Anti-Mage","Evil Geniuses","Kiev",1,0,0
"Omniknight","Axe","Team Secret","Boston",1,0,0
"Omniknight","Axe","WarriorsGaming.Unity","Boston",1,1,100
"Omniknight","Batrider","","Boston",1,0,0
"Omniknight","Batrider","EHOME","Boston",2,2,100
"Omniknight","Bloodseeker","WarriorsGaming.Unity","Boston",1,0,0
"Omniknight","Broodmother","The Mongolz","Boston",1,0,0
"Omniknight","Crystal Maiden","iG.Vitality","Kiev",1,0,0
"Omniknight","Crystal Maiden","Team Random","Kiev",1,1,100
"Omniknight","Crystal Maiden","Team VGJ","Kiev",1,0,0
"Omniknight","Dark Seer","Virtus.pro","Boston",1,0,0
"Omniknight","Disruptor","Team Liquid","Boston",1,0,0
"Omniknight","Disruptor","Team VGJ","Kiev",1,1,100
"Omniknight","Dragon Knight","Virtus.pro","Boston",1,0,0
"Omniknight","Drow Ranger","EHOME","Boston",1,1,100
"Omniknight","Drow Ranger","Team NP","Boston",2,0,0
"Omniknight","Earth Spirit","Team Onyx","Kiev",1,0,0
"Omniknight","Ember Spirit","Team VGJ","Kiev",3,1,33
"Omniknight","Ember Spirit","Vici Gaming","Kiev",1,1,100
"Omniknight","Faceless Void","Infamous、","Boston",1,0,0
"Omniknight","Invoker","Team Onyx","Kiev",1,0,0
"Omniknight","Invoker","Team Secret","Boston",1,0,0
"Omniknight","Invoker","WarriorsGaming.Unity","Boston",1,0,0
"Omniknight","Io","Team Liquid","Kiev",1,1,100
"Omniknight","Io","Vici Gaming","Kiev",1,1,100
"Omniknight","Juggernaut","C","Kiev",1,0,0
"Omniknight","Juggernaut","Team Secret","Boston",1,0,0
"Omniknight","Juggernaut","Trust","Boston",1,1,100
"Omniknight","Juggernaut","Vultur","Kiev",1,0,0
"Omniknight","Keeper of the Light","Faceless","Boston",1,0,0
"Omniknight","Keeper of the Light","Team VGJ","Kiev",1,1,100
"Omniknight","Keeper of the Light","WarriorsGaming.Unity","Boston",1,0,0
"Omniknight","Legion Commander","Team Liquid","Boston",1,0,0
"Omniknight","Leshrac","EHOME","Boston",1,0,0
"Omniknight","Lifestealer","Team Liquid","Boston",1,0,0
"Omniknight","Lifestealer","Team VGJ","Kiev",1,0,0
"Omniknight","Lifestealer","Trust","Boston",1,1,100
"Omniknight","Lina","Team VGJ","Kiev",1,0,0
"Omniknight","Lone Druid","Vici Gaming","Kiev",1,1,100
"Omniknight","Luna","Team NP","Boston",1,0,0
"Omniknight","Luna","Team VGJ","Kiev",1,0,0
"Omniknight","Lycan","EHOME","Boston",1,1,100
"Omniknight","Magnus","Team Liquid","Boston",1,0,0
"Omniknight","Meepo","Geek Fam","Kiev",1,0,0
"Omniknight","Monkey King","iG.Vitality","Kiev",1,0,0
"Omniknight","Morphling","Invictus Gaming","Kiev",1,0,0
"Omniknight","Morphling","WarriorsGaming.Unity","Boston",1,0,0
"Omniknight","Naga Siren","Trust","Boston",1,1,100
"Omniknight","Night Stalker","EHOME","Boston",2,1,50
"Omniknight","Night Stalker","Team VGJ","Kiev",1,1,100
"Omniknight","Nyx Assassin","Newbee","Kiev",1,1,100
"Omniknight","Nyx Assassin","Team Liquid","Boston",1,1,100
"Omniknight","Nyx Assassin","Team VGJ","Kiev",1,1,100
"Omniknight","Ogre Magi","Clutch Gamers","Kiev",1,0,0
"Omniknight","Ogre Magi","Fire Dragoon","Boston",1,1,100
"Omniknight","Ogre Magi","TNC Pro Team","Kiev",1,0,0
"Omniknight","Oracle","The Mongolz","Boston",1,0,0
"Omniknight","Outworld Devourer","C","Kiev",1,0,0
"Omniknight","Outworld Devourer","The Mongolz","Boston",1,0,0
"Omniknight","Outworld Devourer","WarriorsGaming.Unity","Boston",1,1,100
"Omniknight","Phantom Assassin","Team VGJ","Kiev",3,2,67
"Omniknight","Phantom Assassin","Trust","Boston",1,1,100
"Omniknight","Phantom Assassin","WarriorsGaming.Unity","Boston",1,1,100
"Omniknight","Pudge","","Kiev",1,0,0
"Omniknight","Pudge","Team NP","Boston",1,0,0
"Omniknight","Pudge","Team Onyx","Kiev",1,0,0
"Omniknight","Pugna","Team VGJ","Kiev",1,0,0
"Omniknight","Queen of Pain","EHOME","Boston",1,1,100
"Omniknight","Riki","iG.Vitality","Kiev",1,0,0
"Omniknight","Riki","Invictus Gaming","Kiev",2,1,50
"Omniknight","Rubick","Team Liquid","Boston",1,1,100
"Omniknight","Rubick","Team NP","Boston",1,0,0
"Omniknight","Rubick","Virtus.pro","Kiev",1,0,0
"Omniknight","Rubick","WarriorsGaming.Unity","Boston",1,1,100
"Omniknight","Sand King","","Boston",1,0,0
"Omniknight","Sand King","Elements Pro Gaming","Boston",2,1,50
"Omniknight","Sand King","iG.Vitality","Kiev",1,0,0
"Omniknight","Sand King","Invictus Gaming","Kiev",1,1,100
"Omniknight","Sand King","The Mongolz","Boston",1,0,0
"Omniknight","Sand King","Trust","Boston",1,1,100
"Omniknight","Sand King","WarriorsGaming.Unity","Boston",1,0,0
"Omniknight","Shadow Demon","Team Liquid","Boston",1,1,100
"Omniknight","Shadow Demon","Team NP","Boston",1,0,0
"Omniknight","Shadow Demon","The Mongolz","Boston",1,0,0
"Omniknight","Shadow Demon","WarriorsGaming.Unity","Boston",1,0,0
"Omniknight","Shadow Fiend","Clutch Gamers","Kiev",1,0,0
"Omniknight","Shadow Fiend","Team VGJ","Kiev",1,1,100
"Omniknight","Silencer","Geek Fam","Kiev",1,0,0
"Omniknight","Silencer","iG.Vitality","Kiev",1,0,0
"Omniknight","Slardar","Trust","Boston",1,1,100
"Omniknight","Slardar","Virtus.pro","Boston",1,0,0
"Omniknight","Slark","Comanche","Kiev",1,1,100
"Omniknight","Slark","The Mongolz","Boston",1,0,0
"Omniknight","Sniper","Team VGJ","Kiev",1,1,100
"Omniknight","Storm Spirit","Team VGJ","Kiev",1,1,100
"Omniknight","Sven","Invictus Gaming","Kiev",1,1,100
"Omniknight","Templar Assassin","WarriorsGaming.Unity","Boston",1,0,0
"Omniknight","Terrorblade","Team Liquid","Kiev",1,1,100
"Omniknight","Terrorblade","Team Random","Kiev",1,1,100
"Omniknight","Timbersaw","Fire Dragoon","Boston",1,1,100
"Omniknight","Timbersaw","WarriorsGaming.Unity","Boston",2,1,50
"Omniknight","Treant Protector","Evil Geniuses","Kiev",1,0,0
"Omniknight","Treant Protector","Faceless","Kiev",1,0,0
"Omniknight","Treant Protector","Team VGJ","Kiev",3,1,33
"Omniknight","Troll Warlord","","Boston",1,0,0
"Omniknight","Undying","Team NP","Boston",1,0,0
"Omniknight","Ursa","Virtus.pro","Boston",1,0,0
"Omniknight","Vengeful Spirit","Invictus Gaming","Kiev",1,1,100
"Omniknight","Vengeful Spirit","Team Liquid","Kiev",1,1,100
"Omniknight","Vengeful Spirit","Team Onyx","Kiev",1,0,0
"Omniknight","Vengeful Spirit","Team VGJ","Kiev",3,1,33
"Omniknight","Venomancer","Team NP","Boston",1,0,0
"Omniknight","Warlock","iG.Vitality","Kiev",1,0,0
"Omniknight","Warlock","MVP Phoenix","Boston",1,1,100
"Omniknight","Warlock","Team NP","Boston",1,0,0
"Omniknight","Warlock","Team Secret","Boston",1,0,0
"Omniknight","Weaver","C","Kiev",1,0,0
"Omniknight","Weaver","EHOME","Boston",1,1,100
"Omniknight","Weaver","Fire Dragoon","Boston",1,1,100
"Omniknight","Witch Doctor","Fire Dragoon","Boston",1,1,100
"Oracle","Alchemist","Team Empire","Kiev",1,1,100
"Oracle","Anti-Mage","KINGAO + 4","Boston",1,1,100
"Oracle","Anti-Mage","Natus Vincere","Boston",1,0,0
"Oracle","Axe","EHOME.X","Boston",1,0,0
"Oracle","Axe","Wheel Whreck While Whistling","Kiev",1,0,0
"Oracle","Batrider","Clutch Gamers","Kiev",1,1,100
"Oracle","Batrider","Evil Geniuses","Boston",1,0,0
"Oracle","Batrider","LGD-GAMING","Boston",1,1,100
"Oracle","Batrider","Natus Vincere","Kiev",1,0,0
"Oracle","Beastmaster","","Boston",1,0,0
"Oracle","Beastmaster","EHOME.X","Boston",1,0,0
"Oracle","Beastmaster","Virtus.pro","Boston",1,0,0
"Oracle","Beastmaster","WarriorsGaming.Unity","Boston",1,1,100
"Oracle","Bounty Hunter","Rex Regum QEON","Boston",1,0,0
"Oracle","Broodmother","The Mongolz","Boston",1,0,0
"Oracle","Centaur Warrunner","","Kiev",1,0,0
"Oracle","Clinkz","EHOME.X","Boston",1,0,0
"Oracle","Clockwerk","Natus Vincere","Boston",1,0,0
"Oracle","Dark Seer","compLexity Gaming","Kiev",1,1,100
"Oracle","Dark Seer","Fantastic Five","Boston",1,0,0
"Oracle","Death Prophet","Planet Odd","Kiev",1,0,0
"Oracle","Dragon Knight","EHOME.X","Boston",1,0,0
"Oracle","Dragon Knight","Newbee","Boston",1,0,0
"Oracle","Drow Ranger","Natus Vincere","Boston",1,0,0
"Oracle","Drow Ranger","The Mongolz","Boston",1,1,100
"Oracle","Drow Ranger","Virtus.pro","Boston",1,0,0
"Oracle","Earth Spirit","EHOME.X","Boston",1,0,0
"Oracle","Earth Spirit","Invictus Gaming","Boston",1,1,100
"Oracle","Earth Spirit","LGD-GAMING","Boston",1,1,100
"Oracle","Faceless Void","","Kiev",1,0,0
"Oracle","Faceless Void","Planet Odd","Kiev",1,0,0
"Oracle","Faceless Void","Team Liquid","Boston",1,0,0
"Oracle","Huskar","Prodota Gaming","Boston",1,0,0
"Oracle","Invoker","Invictus Gaming","Boston",1,1,100
"Oracle","Juggernaut","Rex Regum QEON","Boston",2,0,0
"Oracle","Kunkka","Clutch Gamers","Kiev",2,1,50
"Oracle","Kunkka","EHOME.X","Boston",2,0,0
"Oracle","Legion Commander","WarriorsGaming.Unity","Boston",1,1,100
"Oracle","Lifestealer","Invictus Gaming","Boston",1,0,0
"Oracle","Lone Druid","Clutch Gamers","Kiev",1,1,100
"Oracle","Lone Druid","compLexity Gaming","Kiev",1,1,100
"Oracle","Lone Druid","Wheel Whreck While Whistling","Kiev",1,0,0
"Oracle","Luna","Invictus Gaming","Boston",1,1,100
"Oracle","Magnus","Rex Regum QEON","Boston",1,0,0
"Oracle","Medusa","Evil Geniuses","Boston",1,0,0
"Oracle","Mirana","Fantastic Five","Boston",1,0,0
"Oracle","Mirana","Natus Vincere","Boston",1,1,100
"Oracle","Mirana","Virtus.pro","Boston",1,0,0
"Oracle","Nature's Prophet","Planet Odd","Kiev",1,0,0
"Oracle","Ogre Magi","Danish Bears","Boston",1,1,100
"Oracle","Ogre Magi","Evil Geniuses","Boston",1,0,0
"Oracle","Ogre Magi","Newbee","Boston",1,0,0
"Oracle","Omniknight","Fantastic Five","Boston",1,0,0
"Oracle","Omniknight","Wheel Whreck While Whistling","Kiev",1,0,0
"Oracle","Outworld Devourer","","Kiev",1,0,0
"Oracle","Outworld Devourer","EHOME.X","Boston",1,0,0
"Oracle","Outworld Devourer","LGD-GAMING","Boston",1,1,100
"Oracle","Outworld Devourer","The Mongolz","Boston",1,0,0
"Oracle","Outworld Devourer","WarriorsGaming.Unity","Boston",1,1,100
"Oracle","Phantom Assassin","Fantastic Five","Boston",1,0,0
"Oracle","Phantom Assassin","LGD-GAMING","Boston",1,1,100
"Oracle","Puck","Natus Vincere","Boston",1,0,0
"Oracle","Pudge","The Mongolz","Boston",1,0,0
"Oracle","Rubick","Rex Regum QEON","Boston",1,0,0
"Oracle","Sand King","Invictus Gaming","Boston",1,1,100
"Oracle","Sand King","Newbee","Boston",1,0,0
"Oracle","Shadow Fiend","","Boston",1,0,0
"Oracle","Silencer","4 protect five","Kiev",1,0,0
"Oracle","Slardar","","Boston",1,0,0
"Oracle","Slardar","Clutch Gamers","Kiev",1,0,0
"Oracle","Slardar","EHOME.X","Boston",1,0,0
"Oracle","Slark","compLexity Gaming","Kiev",1,1,100
"Oracle","Slark","Newbee","Boston",1,0,0
"Oracle","Slark","The Mongolz","Boston",2,0,0
"Oracle","Spirit Breaker","compLexity Gaming","Kiev",1,1,100
"Oracle","Spirit Breaker","Danish Bears","Boston",1,0,0
"Oracle","Spirit Breaker","Natus Vincere","Boston",1,1,100
"Oracle","Spirit Breaker","Virtus.pro","Boston",1,0,0
"Oracle","Storm Spirit","Rex Regum QEON","Boston",1,0,0
"Oracle","Storm Spirit","Wheel Whreck While Whistling","Kiev",1,0,0
"Oracle","Sven","EHOME.X","Boston",1,0,0
"Oracle","Sven","Evil Geniuses","Boston",1,0,0
"Oracle","Terrorblade","Clutch Gamers","Kiev",1,0,0
"Oracle","Tidehunter","The Mongolz","Boston",2,1,50
"Oracle","Timbersaw","EHOME.KEEN","Boston",1,0,0
"Oracle","Timbersaw","EHOME.X","Boston",1,0,0
"Oracle","Tinker","Clutch Gamers","Kiev",1,0,0
"Oracle","Tinker","The Mongolz","Boston",1,0,0
"Oracle","Tinker","WarriorsGaming.Unity","Boston",1,1,100
"Oracle","Ursa","Invictus Gaming","Boston",1,1,100
"Oracle","Vengeful Spirit","","Boston",1,0,0
"Oracle","Viper","EHOME.X","Boston",1,0,0
"Oracle","Viper","Prodota Gaming","Boston",1,0,0
"Oracle","Weaver","Clutch Gamers","Kiev",1,1,100
"Oracle","Witch Doctor","EHOME.KEEN","Boston",1,0,0
"Outworld Devourer","Alchemist","OG Dota2","Boston",1,1,100
"Outworld Devourer","Alchemist","OG Dota2","Kiev",1,0,0
"Outworld Devourer","Ancient Apparition","iG.Vitality","Boston",1,1,100
"Outworld Devourer","Anti-Mage","Evil Geniuses","Boston",1,1,100
"Outworld Devourer","Anti-Mage","Natus Vincere","Boston",1,0,0
"Outworld Devourer","Axe","Danish Bears","Boston",1,1,100
"Outworld Devourer","Axe","Fantastic Five","Boston",1,0,0
"Outworld Devourer","Axe","Mineski","Boston",1,1,100
"Outworld Devourer","Axe","mousesports","Kiev",1,0,0
"Outworld Devourer","Axe","Sacola de lixo","Kiev",1,0,0
"Outworld Devourer","Axe","team_ftd_a","Boston",1,0,0
"Outworld Devourer","Axe","WarriorsGaming.Unity","Boston",1,1,100
"Outworld Devourer","Bane","mousesports","Kiev",2,1,50
"Outworld Devourer","Batrider","","Boston",1,0,0
"Outworld Devourer","Batrider","CDEC Gaming","Kiev",1,1,100
"Outworld Devourer","Batrider","EHOME.X","Boston",1,0,0
"Outworld Devourer","Batrider","Fnatic","Boston",1,1,100
"Outworld Devourer","Batrider","mousesports","Kiev",1,0,0
"Outworld Devourer","Batrider","OG Dota2","Kiev",1,0,0
"Outworld Devourer","Batrider","Team AD FINEM","Boston",2,2,100
"Outworld Devourer","Beastmaster","BeanBoys","Kiev",1,1,100
"Outworld Devourer","Beastmaster","Execration","Kiev",1,0,0
"Outworld Devourer","Beastmaster","iG.Vitality","Boston",2,2,100
"Outworld Devourer","Beastmaster","Natus Vincere","Boston",2,1,50
"Outworld Devourer","Bloodseeker","compLexity Gaming","Kiev",1,0,0
"Outworld Devourer","Bounty Hunter","iG.Vitality","Boston",2,2,100
"Outworld Devourer","Bounty Hunter","Team AD FINEM","Boston",3,2,67
"Outworld Devourer","Brewmaster","Midas Club Elite","Kiev",1,1,100
"Outworld Devourer","Bristleback","compLexity Gaming","Kiev",1,0,0
"Outworld Devourer","Bristleback","mousesports","Kiev",1,0,0
"Outworld Devourer","Broodmother","Team. Spirit","Kiev",1,0,0
"Outworld Devourer","Centaur Warrunner","","Kiev",2,1,50
"Outworld Devourer","Centaur Warrunner","EHOME.KEEN","Boston",1,0,0
"Outworld Devourer","Centaur Warrunner","FireDota","Kiev",1,0,0
"Outworld Devourer","Centaur Warrunner","MAD KINGS","Kiev",1,0,0
"Outworld Devourer","Centaur Warrunner","TNC Pro Team","Kiev",1,1,100
"Outworld Devourer","Centaur Warrunner","Virtus.pro","Boston",1,1,100
"Outworld Devourer","Chen","Natus Vincere","Boston",1,1,100
"Outworld Devourer","Clockwerk","EHOME","Boston",1,0,0
"Outworld Devourer","Clockwerk","Elements Pro Gaming","Kiev",1,1,100
"Outworld Devourer","Clockwerk","Natus Vincere","Boston",1,0,0
"Outworld Devourer","Crystal Maiden","Clutch Gamers","Kiev",1,1,100
"Outworld Devourer","Crystal Maiden","Mineski","Boston",1,1,100
"Outworld Devourer","Crystal Maiden","Mineski","Kiev",1,1,100
"Outworld Devourer","Dark Seer","B)ears","Kiev",1,0,0
"Outworld Devourer","Dark Seer","Danish Bears","Boston",1,0,0
"Outworld Devourer","Dark Seer","Invictus Gaming","Boston",1,0,0
"Outworld Devourer","Dark Seer","OG Dota2","Boston",1,1,100
"Outworld Devourer","Dark Seer","Team AD FINEM","Boston",2,2,100
"Outworld Devourer","Dark Seer","Virtus.pro","Kiev",1,1,100
"Outworld Devourer","Dazzle","CDEC Gaming","Boston",2,2,100
"Outworld Devourer","Dazzle","Danish Bears","Boston",1,1,100
"Outworld Devourer","Dazzle","TNC Pro Team","Kiev",1,1,100
"Outworld Devourer","Disruptor","CDEC Gaming","Kiev",1,1,100
"Outworld Devourer","Disruptor","Fire Dragoon","Boston",1,0,0
"Outworld Devourer","Disruptor","Fnatic","Boston",1,1,100
"Outworld Devourer","Disruptor","Midas Club Elite","Kiev",3,1,33
"Outworld Devourer","Disruptor","Mineski","Boston",1,0,0
"Outworld Devourer","Disruptor","Sacola de lixo","Kiev",1,0,0
"Outworld Devourer","Disruptor","Vici Gaming","Boston",1,1,100
"Outworld Devourer","Doom","Fire Dragoon","Boston",1,0,0
"Outworld Devourer","Drow Ranger","C","Kiev",1,0,0
"Outworld Devourer","Drow Ranger","Team NP","Boston",2,0,0
"Outworld Devourer","Drow Ranger","The Mongolz","Boston",1,1,100
"Outworld Devourer","Drow Ranger","TNC Pro Team","Kiev",1,0,0
"Outworld Devourer","Earthshaker","BeanBoys","Kiev",1,0,0
"Outworld Devourer","Earthshaker","EHOME.X","Boston",1,0,0
"Outworld Devourer","Earthshaker","Team AD FINEM","Boston",1,1,100
"Outworld Devourer","Earthshaker","Team Liquid","Kiev",1,0,0
"Outworld Devourer","Earth Spirit","EHOME.KEEN","Boston",1,1,100
"Outworld Devourer","Earth Spirit","iG.Vitality","Boston",1,1,100
"Outworld Devourer","Earth Spirit","Invictus Gaming","Boston",1,0,0
"Outworld Devourer","Earth Spirit","Invictus Gaming","Kiev",1,0,0
"Outworld Devourer","Earth Spirit","LGD-GAMING","Boston",1,1,100
"Outworld Devourer","Earth Spirit","OG Dota2","Boston",1,1,100
"Outworld Devourer","Elder Titan","C","Kiev",1,0,0
"Outworld Devourer","Elder Titan","Mineski","Boston",1,1,100
"Outworld Devourer","Enchantress","Natus Vincere","Boston",1,1,100
"Outworld Devourer","Enchantress","Virtus.pro","Kiev",1,0,0
"Outworld Devourer","Enigma","Effect","Kiev",1,0,0
"Outworld Devourer","Enigma","OG Dota2","Kiev",2,1,50
"Outworld Devourer","Faceless Void","","Kiev",1,0,0
"Outworld Devourer","Faceless Void","iG.Vitality","Boston",1,1,100
"Outworld Devourer","Faceless Void","LGD.Forever Young","Boston",1,1,100
"Outworld Devourer","Faceless Void","Natus Vincere","Boston",1,1,100
"Outworld Devourer","Huskar","MAD KINGS","Kiev",1,0,0
"Outworld Devourer","Io","BeanBoys","Kiev",1,0,0
"Outworld Devourer","Io","Friends","Kiev",1,0,0
"Outworld Devourer","Io","Natus Vincere","Boston",1,0,0
"Outworld Devourer","Io","TNC Pro Team","Kiev",2,1,50
"Outworld Devourer","Io","Virtus.pro","Boston",1,1,100
"Outworld Devourer","Juggernaut","compLexity Gaming","Boston",1,0,0
"Outworld Devourer","Juggernaut","Double Dimension","Kiev",1,0,0
"Outworld Devourer","Juggernaut","Invictus Gaming","Boston",1,0,0
